Degree,Sum of Pixels
0.0,0.0
1.0,0.0049261083743842365
2.0,0.059113300492610835
3.0,0.054187192118226604
4.0,0.1592775041050903
5.0,0.1986863711001642
6.0,0.18883415435139572
7.0,0.18555008210180624
8.0,0.2348111658456486
9.0,0.22988505747126436
10.0,0.23973727422003285
11.0,0.26108374384236455
12.0,0.2676518883415435
13.0,0.26929392446633826
14.0,0.31527093596059114
15.0,0.2824302134646962
16.0,0.3251231527093596
17.0,0.3497536945812808
18.0,0.33497536945812806
19.0,0.31198686371100165
20.0,0.361247947454844
21.0,0.3251231527093596
22.0,0.3251231527093596
23.0,0.43349753694581283
24.0,0.39080459770114945
25.0,0.3694581280788177
26.0,0.4220032840722496
27.0,0.3842364532019704
28.0,0.37110016420361247
29.0,0.40558292282430214
30.0,0.36617405582922824
31.0,0.36617405582922824
32.0,0.3973727422003284
33.0,0.35960591133004927
34.0,0.3464696223316913
35.0,0.39901477832512317
36.0,0.4006568144499179
37.0,0.36288998357963875
38.0,0.3727422003284072
39.0,0.37766830870279144
40.0,0.32676518883415434
41.0,0.32348111658456485
42.0,0.3251231527093596
43.0,0.30870279146141216
44.0,0.37766830870279144
45.0,0.31198686371100165
46.0,0.33825944170771755
47.0,0.35467980295566504
48.0,0.36617405582922824
49.0,0.3497536945812808
50.0,0.35467980295566504
51.0,0.3694581280788177
52.0,0.36288998357963875
53.0,0.40558292282430214
54.0,0.4121510673234811
55.0,0.4121510673234811
56.0,0.4630541871921182
57.0,0.42857142857142855
58.0,0.3924466338259442
59.0,0.47126436781609193
60.0,0.4630541871921182
61.0,0.44499178981937604
62.0,0.45648604269293924
63.0,0.42528735632183906
64.0,0.40229885057471265
65.0,0.4466338259441708
66.0,0.4154351395730706
67.0,0.4236453201970443
68.0,0.42857142857142855
69.0,0.4302134646962233
70.0,0.4088669950738916
71.0,0.44991789819376027
72.0,0.4433497536945813
73.0,0.4121510673234811
74.0,0.43842364532019706
75.0,0.4236453201970443
76.0,0.38095238095238093
77.0,0.41379310344827586
78.0,0.41050903119868637
79.0,0.37766830870279144
80.0,0.3793103448275862
81.0,0.3579638752052545
82.0,0.33825944170771755
83.0,0.37766830870279144
84.0,0.3694581280788177
85.0,0.3284072249589491
86.0,0.3103448275862069
87.0,0.30870279146141216
88.0,0.2791461412151067
89.0,0.32019704433497537
90.0,0.3333333333333333
91.0,0.4154351395730706
92.0,0.3924466338259442
93.0,0.3563218390804598
94.0,0.4745484400656814
95.0,0.5665024630541872
96.0,0.5730706075533661
97.0,0.6075533661740559
98.0,0.5599343185550082
99.0,0.5451559934318555
100.0,0.6633825944170771
101.0,0.7471264367816092
102.0,0.7110016420361248
103.0,0.7339901477832512
104.0,0.6912972085385879
105.0,0.7044334975369458
106.0,0.825944170771757
107.0,0.8325123152709359
108.0,0.7536945812807881
109.0,0.7783251231527094
110.0,0.7635467980295566
111.0,0.7980295566502463
112.0,0.8949096880131363
113.0,0.8817733990147784
114.0,0.7783251231527094
115.0,0.7750410509031199
116.0,0.8538587848932676
117.0,0.8407224958949097
118.0,0.9080459770114943
119.0,0.8341543513957307
120.0,0.7635467980295566
121.0,0.8489326765188834
122.0,0.8998357963875205
123.0,0.8538587848932676
124.0,0.9146141215106732
125.0,0.819376026272578
126.0,0.7980295566502463
127.0,0.8440065681444991
128.0,0.916256157635468
129.0,0.8341543513957307
130.0,0.8817733990147784
131.0,0.7963875205254516
132.0,0.7454844006568144
133.0,0.8390804597701149
134.0,0.8850574712643678
135.0,0.7881773399014779
136.0,0.8243021346469622
137.0,0.8341543513957307
138.0,0.8275862068965517
139.0,0.9146141215106732
140.0,0.8325123152709359
141.0,0.7339901477832512
142.0,0.7766830870279147
143.0,0.8390804597701149
144.0,0.8456486042692939
145.0,0.8571428571428571
146.0,0.7766830870279147
147.0,0.6600985221674877
148.0,0.7060755336617406
149.0,0.7881773399014779
150.0,0.735632183908046
151.0,0.7569786535303776
152.0,0.6798029556650246
153.0,0.5845648604269293
154.0,0.625615763546798
155.0,0.6781609195402298
156.0,0.6206896551724138
157.0,0.6059113300492611
158.0,0.5106732348111659
159.0,0.4975369458128079
160.0,0.5435139573070608
161.0,0.5944170771756979
162.0,0.5303776683087028
163.0,0.4696223316912972
164.0,0.4400656814449918
165.0,0.4630541871921182
166.0,0.48111658456486045
167.0,0.4827586206896552
168.0,0.3793103448275862
169.0,0.3448275862068966
170.0,0.38587848932676516
171.0,0.3793103448275862
172.0,0.40558292282430214
173.0,0.39080459770114945
174.0,0.28407224958949095
175.0,0.277504105090312
176.0,0.35960591133004927
177.0,0.34811165845648606
178.0,0.3760262725779967
179.0,0.32019704433497537
180.0,0.2627257799671593
181.0,0.3103448275862069
182.0,0.4400656814449918
183.0,0.44170771756978655
184.0,0.4876847290640394
185.0,0.4909688013136289
186.0,0.5024630541871922
187.0,0.5730706075533661
188.0,0.6436781609195402
189.0,0.5829228243021346
190.0,0.6059113300492611
191.0,0.6748768472906403
192.0,0.7093596059113301
193.0,0.7454844006568144
194.0,0.7602627257799671
195.0,0.7520525451559934
196.0,0.7307060755336617
197.0,0.819376026272578
198.0,0.8374384236453202
199.0,0.8538587848932676
200.0,0.8522167487684729
201.0,0.8029556650246306
202.0,0.8160919540229885
203.0,0.9343185550082101
204.0,0.9326765188834154
205.0,0.9376026272577996
206.0,0.8883415435139573
207.0,0.7569786535303776
208.0,0.8226600985221675
209.0,0.9786535303776683
210.0,0.916256157635468
211.0,0.9047619047619048
212.0,0.896551724137931
213.0,0.8357963875205254
214.0,0.90311986863711
215.0,0.9589490968801314
216.0,0.9211822660098522
217.0,0.8801313628899836
218.0,0.9113300492610837
219.0,0.8998357963875205
220.0,0.9014778325123153
221.0,0.9392446633825944
222.0,0.8669950738916257
223.0,0.8357963875205254
224.0,0.8538587848932676
225.0,0.9359605911330049
226.0,0.909688013136289
227.0,0.8916256157635468
228.0,0.7931034482758621
229.0,0.7783251231527094
230.0,0.80623973727422
231.0,0.8144499178981938
232.0,0.8407224958949097
233.0,0.8078817733990148
234.0,0.715927750410509
235.0,0.7569786535303776
236.0,0.8407224958949097
237.0,0.7717569786535303
238.0,0.7471264367816092
239.0,0.7389162561576355
240.0,0.6715927750410509
241.0,0.6912972085385879
242.0,0.7372742200328407
243.0,0.6863711001642037
244.0,0.6059113300492611
245.0,0.5960591133004927
246.0,0.6206896551724138
247.0,0.6190476190476191
248.0,0.6305418719211823
249.0,0.5320197044334976
250.0,0.4614121510673235
251.0,0.5155993431855501
252.0,0.5697865353037767
253.0,0.5336617405582923
254.0,0.5008210180623974
255.0,0.4072249589490969
256.0,0.36288998357963875
257.0,0.4318555008210181
258.0,0.45320197044334976
259.0,0.41379310344827586
260.0,0.3727422003284072
261.0,0.3169129720853859
262.0,0.3070607553366174
263.0,0.4039408866995074
264.0,0.38752052545155996
265.0,0.33825944170771755
266.0,0.2955665024630542
267.0,0.26929392446633826
268.0,0.2791461412151067
269.0,0.3645320197044335
270.0,0.3415435139573071
271.0,0.2955665024630542
272.0,0.3924466338259442
273.0,0.4220032840722496
274.0,0.5172413793103449
275.0,0.5763546798029556
276.0,0.5336617405582923
277.0,0.5221674876847291
278.0,0.6042692939244664
279.0,0.6732348111658456
280.0,0.6847290640394089
281.0,0.7077175697865353
282.0,0.6551724137931034
283.0,0.6715927750410509
284.0,0.7619047619047619
285.0,0.8029556650246306
286.0,0.7963875205254516
287.0,0.8144499178981938
288.0,0.7832512315270936
289.0,0.7898193760262726
290.0,0.9064039408866995
291.0,0.9507389162561576
292.0,0.8801313628899836
293.0,0.8801313628899836
294.0,0.8472906403940886
295.0,0.8949096880131363
296.0,0.9556650246305419
297.0,0.916256157635468
298.0,0.8571428571428571
299.0,0.8686371100164204
300.0,0.9458128078817734
301.0,0.9786535303776683
302.0,1.0
303.0,0.9638752052545156
304.0,0.8390804597701149
305.0,0.9113300492610837
306.0,0.9967159277504105
307.0,0.9441707717569786
308.0,0.9786535303776683
309.0,0.8899835796387521
310.0,0.812807881773399
311.0,0.9244663382594417
312.0,0.8637110016420362
313.0,0.9129720853858785
314.0,0.8850574712643678
315.0,0.9195402298850575
316.0,0.986863711001642
317.0,0.8292282430213465
318.0,0.8210180623973727
319.0,0.8834154351395731
320.0,0.8489326765188834
321.0,0.8620689655172413
322.0,0.8472906403940886
323.0,0.7454844006568144
324.0,0.7651888341543513
325.0,0.8390804597701149
326.0,0.819376026272578
327.0,0.7766830870279147
328.0,0.7520525451559934
329.0,0.6863711001642037
330.0,0.7339901477832512
331.0,0.7848932676518884
332.0,0.7405582922824302
333.0,0.6912972085385879
334.0,0.6091954022988506
335.0,0.6091954022988506
336.0,0.6354679802955665
337.0,0.6748768472906403
338.0,0.5648604269293924
339.0,0.5238095238095238
340.0,0.5435139573070608
341.0,0.5812807881773399
342.0,0.5632183908045977
343.0,0.5763546798029556
344.0,0.45648604269293924
345.0,0.4088669950738916
346.0,0.47783251231527096
347.0,0.5041050903119869
348.0,0.458128078817734
349.0,0.43349753694581283
350.0,0.32676518883415434
351.0,0.32019704433497537
352.0,0.4482758620689655
353.0,0.4400656814449918
354.0,0.40229885057471265
